Fold1,Fold2,Fold3,Fold4,Fold5,Mean±Std
90.00,88.75,88.75,90.00,92.50,90.00±1.53
95.00,95.00,90.00,96.25,92.50,93.75±2.50
61.25,68.75,72.50,75.00,68.75,69.25±5.20
100.00,100.00,92.50,100.00,96.25,97.75±3.35
67.50,68.75,70.00,66.25,53.75,65.25±6.58
96.25,93.75,92.50,95.00,96.25,94.75±1.63
100.00,100.00,100.00,100.00,100.00,100.00±0.00
83.75,85.00,82.50,87.50,81.25,84.00±2.40
88.75,90.00,83.75,90.00,85.00,87.50±2.93
85.00,90.00,90.00,83.75,88.75,87.50±2.93
100.00,100.00,100.00,100.00,100.00,100.00±0.00
100.00,98.75,98.75,97.50,98.75,98.75±0.88
61.25,75.00,80.00,72.50,85.00,74.75±8.94
90.00,96.25,92.50,93.75,95.00,93.50±2.40
91.25,96.25,92.50,93.75,92.50,93.25±1.90
98.75,97.50,100.00,97.50,97.50,98.25±1.12
83.75,75.00,85.00,88.75,82.50,83.00±5.05
100.00,97.50,98.75,100.00,97.50,98.75±1.25
98.75,90.00,98.75,95.00,93.75,95.25±3.69
66.25,73.75,75.00,72.50,70.00,71.50±3.47
90.00,88.75,92.50,88.75,90.00,90.00±1.53
76.25,63.75,65.00,57.50,65.00,65.50±6.77
32.50,25.00,32.50,40.00,31.25,32.25±5.33
76.25,87.50,82.50,85.00,72.50,80.75±6.22
90.00,97.50,95.00,95.00,91.25,93.75±3.06
88.75,91.25,88.75,95.00,83.75,89.50±4.11
95.00,97.50,93.75,96.25,95.00,95.50±1.43
82.50,88.75,93.75,83.75,81.25,86.00±5.18
90.00,88.75,96.25,91.25,91.25,91.50±2.85
100.00,100.00,98.75,100.00,100.00,99.75±0.56
100.00,100.00,100.00,95.00,100.00,99.00±2.24
100.00,100.00,100.00,100.00,98.75,99.75±0.56
82.50,95.00,92.50,92.50,90.00,90.50±4.81
50.00,47.50,51.25,56.25,53.75,51.75±3.38
42.50,67.50,55.00,71.25,48.75,57.00±12.20
96.25,98.75,100.00,100.00,100.00,99.00±1.63
97.50,97.50,97.50,96.25,98.75,97.50±0.88
100.00,98.75,98.75,98.75,100.00,99.25±0.68
97.50,96.25,93.75,92.50,91.25,94.25±2.59
78.75,77.50,75.00,75.00,75.00,76.25±1.77
90.00,92.50,93.75,86.25,96.25,91.75±3.81
92.50,93.75,95.00,91.25,96.25,93.75±1.98
100.00,100.00,100.00,100.00,100.00,100.00±0.00
98.75,100.00,98.75,98.75,100.00,99.25±0.68
66.25,71.25,77.50,63.75,68.75,69.50±5.27
93.75,80.00,81.25,90.00,90.00,87.00±6.03
33.75,28.75,46.25,27.50,33.75,34.00±7.42
92.50,95.00,96.25,95.00,96.25,95.00±1.53
98.75,97.50,98.75,100.00,98.75,98.75±0.88
95.00,97.50,98.75,93.75,91.25,95.25±2.98
65.00,71.25,58.75,60.00,65.00,64.00±4.95
98.75,97.50,96.25,97.50,98.75,97.75±1.05
86.25,97.50,96.25,95.00,95.00,94.00±4.45
71.25,60.00,58.75,65.00,56.25,62.25±5.96
85.30,86.48,86.71,86.46,85.39,86.07±16.22
