Fold1,Fold2,Fold3,Fold4,Fold5,Mean±Std
50.00,46.25,28.75,41.25,33.75,40.00±8.75
53.75,35.00,27.50,48.75,41.25,41.25±10.50
33.75,35.00,32.50,45.00,32.50,35.75±5.27
76.25,78.75,76.25,81.25,85.00,79.50±3.71
41.25,33.75,33.75,43.75,38.75,38.25±4.47
65.00,73.75,61.25,71.25,72.50,68.75±5.38
70.00,68.75,71.25,86.25,76.25,74.50±7.16
33.75,37.50,30.00,28.75,35.00,33.00±3.60
50.00,36.25,47.50,40.00,42.50,43.25±5.56
48.75,43.75,53.75,45.00,38.75,46.00±5.62
95.00,97.50,93.75,97.50,88.75,94.50±3.60
40.00,78.75,75.00,61.25,77.50,66.50±16.38
33.75,50.00,43.75,37.50,41.25,41.25±6.19
40.00,41.25,45.00,46.25,46.25,43.75±2.93
41.25,37.50,40.00,38.75,41.25,39.75±1.63
67.50,75.00,66.25,80.00,65.00,70.75±6.47
62.50,62.50,42.50,41.25,40.00,49.75±11.67
83.75,81.25,77.50,93.75,88.75,85.00±6.37
37.50,40.00,40.00,40.00,41.25,39.75±1.37
30.00,33.75,27.50,27.50,30.00,29.75±2.56
55.00,75.00,72.50,67.50,77.50,69.50±8.91
45.00,50.00,37.50,53.75,28.75,43.00±10.02
30.00,28.75,27.50,32.50,35.00,30.75±3.01
45.00,35.00,36.25,35.00,46.25,39.50±5.63
48.75,52.50,65.00,60.00,52.50,55.75±6.59
41.25,35.00,40.00,36.25,26.25,35.75±5.90
52.50,46.25,61.25,51.25,33.75,49.00±10.09
48.75,33.75,42.50,40.00,41.25,41.25±5.38
45.00,56.25,47.50,53.75,52.50,51.00±4.63
71.25,67.50,63.75,78.75,76.25,71.50±6.15
86.25,90.00,87.50,87.50,78.75,86.00±4.28
71.25,76.25,67.50,76.25,63.75,71.00±5.48
35.00,31.25,31.25,37.50,33.75,33.75±2.65
27.50,27.50,32.50,35.00,33.75,31.25±3.54
36.25,31.25,28.75,40.00,26.25,32.50±5.59
91.25,97.50,93.75,93.75,88.75,93.00±3.26
76.25,67.50,73.75,56.25,68.75,68.50±7.73
38.75,36.25,36.25,47.50,30.00,37.75±6.34
53.75,50.00,52.50,50.00,53.75,52.00±1.90
41.25,28.75,46.25,45.00,28.75,38.00±8.64
53.75,67.50,62.50,67.50,63.75,63.00±5.63
41.25,36.25,36.25,28.75,40.00,36.50±4.87
75.00,80.00,83.75,70.00,77.50,77.25±5.18
41.25,57.50,62.50,62.50,76.25,60.00±12.59
33.75,38.75,35.00,35.00,36.25,35.75±1.90
36.25,43.75,51.25,36.25,31.25,39.75±7.83
27.50,23.75,28.75,31.25,30.00,28.25±2.88
56.25,38.75,52.50,47.50,53.75,49.75±6.93
67.50,55.00,98.75,86.25,76.25,76.75±16.83
36.25,52.50,36.25,41.25,58.75,45.00±10.16
30.00,37.50,27.50,32.50,35.00,32.50±3.95
51.25,53.75,55.00,51.25,62.50,54.75±4.63
53.75,40.00,21.25,21.25,45.00,36.25±14.55
35.00,23.75,27.50,23.75,28.75,27.75±4.63
50.60,50.95,50.67,51.99,50.88,51.02±18.18
