Fold1,Fold2,Fold3,Fold4,Fold5,Mean±Std,ITR(bits/min)
86.25,90.0,86.25,93.75,97.5,90.75±4.89,57.09±10.07
92.5,90.0,93.75,95.0,95.0,93.25±2.09,61.61±4.39
66.25,67.5,61.25,71.25,70.0,67.25±3.89,22.90±3.98
98.75,100.0,100.0,100.0,100.0,99.75±0.56,79.07±2.09
66.25,56.25,57.5,51.25,30.0,52.25±13.56,11.52±7.75
98.75,98.75,95.0,96.25,96.25,97.00±1.68,70.56±4.52
100.0,100.0,100.0,100.0,100.0,100.00±0.00,80.00±0.00
43.75,72.5,51.25,47.5,63.75,55.75±12.01,13.71±10.02
65.0,92.5,82.5,85.0,85.0,82.00±10.22,42.93±14.26
80.0,66.25,68.75,76.25,66.25,71.50±6.27,27.90±7.58
100.0,100.0,100.0,100.0,100.0,100.00±0.00,80.00±0.00
100.0,97.5,98.75,97.5,97.5,98.25±1.12,74.07±3.68
41.25,83.75,65.0,42.5,36.25,53.75±20.10,14.83±18.00
90.0,87.5,80.0,93.75,87.5,87.75±5.03,51.31±8.76
96.25,98.75,87.5,88.75,95.0,93.25±4.89,62.40±10.66
98.75,96.25,97.5,97.5,98.75,97.75±1.05,72.48±2.93
87.5,80.0,83.75,90.0,87.5,85.75±3.91,47.62±6.41
100.0,100.0,100.0,100.0,100.0,100.00±0.00,80.00±0.00
93.75,81.25,95.0,90.0,81.25,88.25±6.65,52.67±11.96
57.5,66.25,53.75,50.0,52.5,56.00±6.34,12.90±5.30
90.0,93.75,92.5,91.25,92.5,92.00±1.43,58.90±2.90
55.0,70.0,57.5,56.25,57.5,59.25±6.10,15.52±5.76
28.75,27.5,28.75,20.0,32.5,27.50±4.59,0.27±0.32
90.0,80.0,81.25,75.0,68.75,79.00±7.88,37.93±11.37
91.25,96.25,100.0,97.5,96.25,96.25±3.19,69.16±8.14
91.25,86.25,90.0,96.25,88.75,90.50±3.71,56.27±7.57
95.0,97.5,97.5,96.25,98.75,97.00±1.43,70.49±3.77
88.75,85.0,88.75,77.5,66.25,81.25±9.56,41.58±13.24
91.25,95.0,97.5,90.0,92.5,93.25±3.01,61.83±6.74
100.0,100.0,100.0,100.0,100.0,100.00±0.00,80.00±0.00
100.0,100.0,100.0,100.0,100.0,100.00±0.00,80.00±0.00
98.75,100.0,96.25,100.0,97.5,98.50±1.63,75.08±5.12
61.25,68.75,42.5,73.75,68.75,63.00±12.30,19.99±10.00
41.25,51.25,45.0,48.75,55.0,48.25±5.35,7.49±3.16
55.0,58.75,75.0,60.0,72.5,64.25±8.91,20.52±8.99
100.0,100.0,100.0,100.0,100.0,100.00±0.00,80.00±0.00
97.5,98.75,97.5,98.75,100.0,98.50±1.05,74.80±3.44
97.5,100.0,100.0,100.0,100.0,99.50±1.12,78.33±3.73
97.5,90.0,93.75,95.0,90.0,93.25±3.26,61.88±7.17
81.25,55.0,55.0,68.75,37.5,59.50±16.46,18.07±14.69
92.5,92.5,91.25,93.75,96.25,93.25±1.90,61.60±4.22
95.0,98.75,97.5,98.75,96.25,97.25±1.63,71.22±4.36
100.0,100.0,100.0,100.0,100.0,100.00±0.00,80.00±0.00
100.0,100.0,100.0,100.0,100.0,100.00±0.00,80.00±0.00
53.75,67.5,67.5,70.0,56.25,63.00±7.43,19.06±6.77
86.25,97.5,86.25,73.75,93.75,87.50±9.10,52.14±15.85
22.5,26.25,30.0,27.5,25.0,26.25±2.80,0.10±0.16
98.75,97.5,91.25,96.25,97.5,96.25±2.93,68.88±6.91
100.0,100.0,100.0,100.0,100.0,100.00±0.00,80.00±0.00
88.75,97.5,98.75,96.25,96.25,95.50±3.91,67.27±8.70
68.75,65.0,65.0,61.25,56.25,63.25±4.73,18.97±4.38
100.0,95.0,97.5,93.75,100.0,97.25±2.85,71.92±8.08
71.25,76.25,97.5,95.0,83.75,84.75±11.44,48.32±19.54
75.0,68.75,53.75,70.0,71.25,67.75±8.17,23.95±7.83
82.71,84.47,82.82,83.1,81.99,83.02±19.37,51.24±25.79
