Fold1,Fold2,Fold3,Fold4,Fold5,Mean±Std
85.00,68.75,86.25,82.50,73.75,79.25±7.63
65.00,73.75,80.00,77.50,78.75,75.00±6.06
52.50,58.75,60.00,50.00,60.00,56.25±4.68
95.00,96.25,93.75,96.25,93.75,95.00±1.25
52.50,55.00,55.00,62.50,52.50,55.50±4.11
80.00,87.50,80.00,83.75,76.25,81.50±4.28
93.75,98.75,96.25,100.00,95.00,96.75±2.59
65.00,71.25,66.25,71.25,62.50,67.25±3.89
60.00,65.00,76.25,77.50,70.00,69.75±7.42
60.00,81.25,86.25,73.75,75.00,75.25±9.90
100.00,98.75,100.00,98.75,98.75,99.25±0.68
86.25,93.75,83.75,88.75,90.00,88.50±3.79
53.75,55.00,67.50,57.50,56.25,58.00±5.49
82.50,87.50,77.50,85.00,81.25,82.75±3.79
85.00,73.75,81.25,77.50,68.75,77.25±6.34
87.50,93.75,96.25,93.75,88.75,92.00±3.71
86.25,75.00,76.25,77.50,81.25,79.25±4.56
95.00,95.00,95.00,97.50,96.25,95.75±1.12
76.25,78.75,70.00,66.25,58.75,70.00±8.00
48.75,58.75,51.25,51.25,63.75,54.75±6.27
71.25,66.25,80.00,80.00,77.50,75.00±6.06
56.25,62.50,67.50,53.75,47.50,57.50±7.76
25.00,28.75,28.75,33.75,30.00,29.25±3.14
60.00,58.75,52.50,60.00,51.25,56.50±4.28
72.50,86.25,81.25,86.25,75.00,80.25±6.34
70.00,67.50,51.25,55.00,56.25,60.00±8.24
81.25,78.75,83.75,85.00,82.50,82.25±2.40
60.00,71.25,70.00,67.50,65.00,66.75±4.47
63.75,81.25,86.25,70.00,77.50,75.75±8.95
98.75,96.25,98.75,96.25,96.25,97.25±1.37
85.00,100.00,98.75,88.75,95.00,93.50±6.46
98.75,95.00,97.50,96.25,97.50,97.00±1.43
67.50,82.50,86.25,80.00,60.00,75.25±11.05
36.25,37.50,31.25,33.75,30.00,33.75±3.19
31.25,56.25,56.25,42.50,51.25,47.50±10.68
98.75,100.00,100.00,97.50,100.00,99.25±1.12
95.00,93.75,90.00,88.75,95.00,92.50±2.93
83.75,91.25,90.00,91.25,82.50,87.75±4.28
91.25,90.00,93.75,93.75,90.00,91.75±1.90
67.50,60.00,63.75,67.50,62.50,64.25±3.26
91.25,90.00,85.00,86.25,83.75,87.25±3.24
66.25,67.50,71.25,77.50,72.50,71.00±4.45
97.50,97.50,96.25,98.75,90.00,96.00±3.47
87.50,96.25,93.75,93.75,92.50,92.75±3.24
48.75,55.00,56.25,60.00,42.50,52.50±6.90
71.25,72.50,70.00,62.50,68.75,69.00±3.89
31.25,28.75,38.75,25.00,40.00,32.75±6.46
73.75,91.25,83.75,77.50,80.00,81.25±6.67
97.50,97.50,100.00,100.00,96.25,98.25±1.68
83.75,92.50,92.50,87.50,88.75,89.00±3.69
51.25,51.25,35.00,48.75,35.00,44.25±8.51
91.25,87.50,65.00,81.25,77.50,80.50±10.18
77.50,80.00,80.00,71.25,75.00,76.75±3.71
53.75,51.25,28.75,45.00,51.25,46.00±10.17
73.08,76.46,75.60,75.02,72.92,74.62±18.38
