Fold1,Fold2,Fold3,Fold4,Fold5,Mean±Std
58.75,55.00,58.75,50.00,55.00,55.50±3.60
66.25,66.25,76.25,66.25,71.25,69.25±4.47
55.00,31.25,35.00,37.50,41.25,40.00±9.14
88.75,93.75,95.00,93.75,95.00,93.25±2.59
46.25,32.50,42.50,45.00,32.50,39.75±6.75
78.75,85.00,81.25,78.75,71.25,79.00±5.03
91.25,95.00,96.25,96.25,95.00,94.75±2.05
23.75,36.25,27.50,32.50,27.50,29.50±4.89
37.50,40.00,45.00,45.00,48.75,43.25±4.47
57.50,58.75,45.00,55.00,60.00,55.25±6.02
100.00,100.00,100.00,100.00,100.00,100.00±0.00
88.75,91.25,91.25,96.25,87.50,91.00±3.35
36.25,33.75,35.00,38.75,25.00,33.75±5.23
61.25,65.00,53.75,53.75,61.25,59.00±5.03
45.00,43.75,51.25,45.00,47.50,46.50±2.98
75.00,76.25,76.25,67.50,75.00,74.00±3.69
63.75,57.50,66.25,65.00,68.75,64.25±4.20
98.75,98.75,96.25,96.25,97.50,97.50±1.25
62.50,70.00,68.75,65.00,57.50,64.75±5.03
32.50,37.50,37.50,27.50,35.00,34.00±4.18
62.50,65.00,68.75,57.50,58.75,62.50±4.59
41.25,45.00,35.00,42.50,36.25,40.00±4.24
17.50,26.25,21.25,28.75,22.50,23.25±4.38
52.50,52.50,45.00,43.75,48.75,48.50±4.09
55.00,60.00,71.25,60.00,60.00,61.25±5.99
63.75,56.25,57.50,57.50,51.25,57.25±4.45
88.75,87.50,80.00,86.25,86.25,85.75±3.38
46.25,47.50,45.00,47.50,51.25,47.50±2.34
45.00,41.25,63.75,62.50,51.25,52.75±10.13
92.50,90.00,93.75,93.75,93.75,92.75±1.63
98.75,98.75,100.00,96.25,98.75,98.50±1.37
85.00,83.75,91.25,88.75,91.25,88.00±3.49
35.00,32.50,31.25,32.50,35.00,33.25±1.68
21.25,36.25,27.50,28.75,23.75,27.50±5.73
35.00,33.75,41.25,37.50,31.25,35.75±3.81
98.75,100.00,100.00,100.00,100.00,99.75±0.56
88.75,81.25,91.25,87.50,81.25,86.00±4.54
83.75,93.75,88.75,91.25,83.75,88.25±4.47
55.00,50.00,58.75,51.25,63.75,55.75±5.63
41.25,28.75,28.75,36.25,41.25,35.25±6.27
82.50,86.25,85.00,82.50,81.25,83.50±2.05
63.75,66.25,60.00,60.00,66.25,63.25±3.14
88.75,95.00,87.50,93.75,83.75,89.75±4.63
91.25,93.75,96.25,91.25,85.00,91.50±4.18
35.00,32.50,30.00,41.25,38.75,35.50±4.56
48.75,45.00,47.50,48.75,51.25,48.25±2.27
33.75,28.75,27.50,31.25,32.50,30.75±2.59
46.25,48.75,57.50,46.25,52.50,50.25±4.79
82.50,81.25,86.25,87.50,86.25,84.75±2.71
71.25,82.50,72.50,76.25,83.75,77.25±5.69
47.50,42.50,36.25,35.00,32.50,38.75±6.12
60.00,57.50,51.25,66.25,52.50,57.50±6.06
46.25,42.50,45.00,42.50,42.50,43.75±1.77
40.00,45.00,41.25,35.00,42.50,40.75±3.71
61.34,61.57,61.90,61.53,61.00,61.47±23.07
