Fold1,Fold2,Fold3,Fold4,Fold5,Mean±Std,ITR(bits/min)
85.0,71.25,86.25,82.5,73.75,79.75±6.81,58.11±14.29
66.25,73.75,80.0,83.75,80.0,76.75±6.88,51.85±13.11
53.75,58.75,58.75,51.25,62.5,57.00±4.47,20.24±5.31
93.75,96.25,93.75,96.25,93.75,94.75±1.37,97.33±4.80
56.25,52.5,56.25,61.25,55.0,56.25±3.19,19.22±3.83
87.5,88.75,87.5,82.5,83.75,86.00±2.71,71.84±6.76
93.75,98.75,96.25,100.0,97.5,97.25±2.40,107.38±9.97
67.5,70.0,76.25,72.5,68.75,71.00±3.47,40.50±6.14
62.5,70.0,77.5,80.0,70.0,72.00±6.94,42.87±12.22
60.0,81.25,86.25,73.75,73.75,75.00±9.92,49.36±18.30
100.0,98.75,100.0,98.75,100.0,99.50±0.68,117.20±3.84
86.25,92.5,88.75,88.75,90.0,89.25±2.27,80.43±6.39
52.5,52.5,70.0,56.25,60.0,58.25±7.27,22.25±9.83
82.5,87.5,78.75,83.75,85.0,83.50±3.24,65.80±7.55
83.75,73.75,81.25,78.75,70.0,77.50±5.59,53.07±11.17
87.5,95.0,96.25,93.75,88.75,92.25±3.89,89.77±11.96
86.25,73.75,77.5,77.5,82.5,79.50±4.89,57.12±10.63
95.0,95.0,96.25,97.5,96.25,96.00±1.05,101.76±3.93
80.0,78.75,65.0,67.5,61.25,70.50±8.41,40.64±14.72
50.0,58.75,52.5,48.75,62.5,54.50±5.90,17.57±6.77
75.0,70.0,81.25,80.0,78.75,77.00±4.56,51.84±8.82
57.5,62.5,68.75,52.5,47.5,57.75±8.31,21.85±10.34
26.25,36.25,28.75,31.25,27.5,30.00±3.95,0.81±1.10
60.0,58.75,58.75,58.75,53.75,58.00±2.44,21.26±2.88
72.5,86.25,81.25,86.25,75.0,80.25±6.34,59.08±13.63
70.0,67.5,52.5,52.5,57.5,60.00±8.29,24.71±11.15
81.25,85.0,83.75,83.75,82.5,83.25±1.43,65.00±3.32
62.5,71.25,67.5,65.0,75.0,68.25±4.97,36.11±8.16
66.25,77.5,86.25,76.25,78.75,77.00±7.16,52.45±14.15
98.75,96.25,98.75,96.25,96.25,97.25±1.37,106.75±5.70
90.0,100.0,98.75,88.75,97.5,95.00±5.23,100.34±18.60
98.75,95.0,97.5,97.5,97.5,97.25±1.37,106.71±5.39
71.25,81.25,86.25,78.75,65.0,76.50±8.40,51.82±16.37
36.25,37.5,23.75,32.5,32.5,32.50±5.38,1.69±1.31
30.0,53.75,56.25,46.25,56.25,48.50±11.12,12.82±7.97
98.75,100.0,100.0,100.0,100.0,99.75±0.56,118.60±3.13
95.0,93.75,95.0,92.5,95.0,94.25±1.12,95.56±3.70
88.75,92.5,90.0,91.25,83.75,89.25±3.38,80.63±9.07
91.25,92.5,93.75,93.75,90.0,92.25±1.63,89.16±5.01
70.0,66.25,66.25,72.5,66.25,68.25±2.88,35.84±4.75
91.25,90.0,83.75,88.75,83.75,87.50±3.54,75.89±9.26
66.25,68.75,73.75,81.25,73.75,72.75±5.76,43.98±10.71
98.75,97.5,96.25,98.75,96.25,97.50±1.25,107.73±5.20
88.75,96.25,93.75,93.75,92.5,93.00±2.74,91.78±8.60
50.0,57.5,56.25,63.75,40.0,53.50±8.99,17.12±9.08
71.25,72.5,70.0,63.75,73.75,70.25±3.89,39.26±6.32
27.5,32.5,38.75,25.0,37.5,32.25±6.02,1.73±1.82
87.5,91.25,92.5,88.75,80.0,88.00±4.89,77.56±12.48
97.5,97.5,100.0,100.0,97.5,98.50±1.37,112.50±6.84
83.75,93.75,95.0,88.75,88.75,90.00±4.51,83.15±12.87
52.5,53.75,45.0,46.25,35.0,46.50±7.47,10.12±5.69
90.0,92.5,87.5,85.0,77.5,86.50±5.76,73.85±14.23
77.5,86.25,75.0,73.75,75.0,77.50±5.08,53.00±11.09
52.5,50.0,30.0,42.5,51.25,45.25±9.37,9.58±6.04
74.17,77.25,76.99,75.76,74.33,75.70±18.54,58.05±34.07
