Fold1,Fold2,Fold3,Fold4,Fold5,Mean±Std
56.25,70.00,77.50,68.75,62.50,67.00±8.03
70.00,60.00,70.00,62.50,75.00,67.50±6.12
48.75,67.50,36.25,66.25,55.00,54.75±12.97
97.50,98.75,98.75,96.25,97.50,97.75±1.05
50.00,41.25,53.75,45.00,32.50,44.50±8.23
83.75,90.00,82.50,86.25,73.75,83.25±6.03
97.50,97.50,93.75,97.50,95.00,96.25±1.77
22.50,36.25,31.25,42.50,35.00,33.50±7.36
47.50,77.50,76.25,60.00,70.00,66.25±12.56
70.00,47.50,52.50,56.25,48.75,55.00±9.06
100.00,100.00,100.00,100.00,100.00,100.00±0.00
57.50,77.50,82.50,85.00,72.50,75.00±10.90
32.50,42.50,47.50,31.25,31.25,37.00±7.53
71.25,72.50,66.25,58.75,78.75,69.50±7.48
43.75,50.00,58.75,48.75,68.75,54.00±9.86
95.00,92.50,92.50,96.25,96.25,94.50±1.90
81.25,77.50,76.25,81.25,72.50,77.75±3.69
100.00,100.00,98.75,98.75,98.75,99.25±0.68
61.25,65.00,75.00,52.50,62.50,63.25±8.08
36.25,45.00,41.25,40.00,50.00,42.50±5.23
81.25,88.75,87.50,88.75,76.25,84.50±5.56
40.00,57.50,52.50,37.50,53.75,48.25±8.91
21.25,30.00,25.00,17.50,28.75,24.50±5.20
50.00,52.50,52.50,51.25,47.50,50.75±2.09
72.50,72.50,86.25,68.75,70.00,74.00±7.04
53.75,58.75,46.25,57.50,53.75,54.00±4.87
86.25,75.00,83.75,85.00,82.50,82.50±4.42
55.00,67.50,61.25,62.50,43.75,58.00±9.13
47.50,73.75,76.25,78.75,73.75,70.00±12.75
96.25,100.00,100.00,98.75,98.75,98.75±1.53
90.00,93.75,97.50,92.50,95.00,93.75±2.80
93.75,97.50,92.50,98.75,96.25,95.75±2.59
31.25,51.25,35.00,62.50,41.25,44.25±12.70
31.25,30.00,25.00,41.25,31.25,31.75±5.90
30.00,41.25,42.50,55.00,51.25,44.00±9.74
86.25,98.75,98.75,98.75,97.50,96.00±5.48
95.00,93.75,95.00,92.50,97.50,94.75±1.85
78.75,82.50,81.25,92.50,92.50,85.50±6.53
88.75,77.50,65.00,90.00,80.00,80.25±10.09
65.00,51.25,51.25,46.25,35.00,49.75±10.80
80.00,86.25,81.25,92.50,77.50,83.50±5.96
70.00,53.75,60.00,70.00,75.00,65.75±8.64
86.25,93.75,93.75,90.00,83.75,89.50±4.47
85.00,93.75,92.50,93.75,92.50,91.50±3.69
48.75,40.00,42.50,47.50,47.50,45.25±3.79
58.75,65.00,61.25,50.00,61.25,59.25±5.63
26.25,25.00,21.25,28.75,28.75,26.00±3.11
81.25,62.50,82.50,61.25,62.50,70.00±10.86
96.25,100.00,98.75,100.00,97.50,98.50±1.63
67.50,77.50,81.25,90.00,83.75,80.00±8.34
37.50,42.50,35.00,30.00,36.25,36.25±4.51
82.50,85.00,68.75,76.25,76.25,77.75±6.34
55.00,50.00,77.50,83.75,65.00,66.25±14.36
46.25,41.25,37.50,35.00,33.75,38.75±5.08
65.51,68.87,68.52,69.24,67.48,67.92±21.89
