Fold1,Fold2,Fold3,Fold4,Fold5,Mean±Std
86.25,90.00,86.25,93.75,97.50,90.75±4.89
92.50,90.00,93.75,95.00,95.00,93.25±2.09
66.25,67.50,61.25,71.25,70.00,67.25±3.89
98.75,100.00,100.00,100.00,100.00,99.75±0.56
66.25,56.25,57.50,51.25,30.00,52.25±13.56
98.75,98.75,95.00,96.25,96.25,97.00±1.68
100.00,100.00,100.00,100.00,100.00,100.00±0.00
43.75,72.50,51.25,58.75,63.75,58.00±11.10
65.00,92.50,82.50,85.00,85.00,82.00±10.22
80.00,66.25,68.75,76.25,66.25,71.50±6.27
100.00,100.00,100.00,100.00,100.00,100.00±0.00
100.00,97.50,98.75,97.50,97.50,98.25±1.12
41.25,83.75,65.00,42.50,36.25,53.75±20.10
90.00,87.50,80.00,93.75,87.50,87.75±5.03
96.25,98.75,87.50,88.75,95.00,93.25±4.89
98.75,96.25,97.50,97.50,98.75,97.75±1.05
87.50,80.00,83.75,90.00,87.50,85.75±3.91
100.00,100.00,100.00,100.00,100.00,100.00±0.00
93.75,81.25,95.00,90.00,81.25,88.25±6.65
57.50,66.25,53.75,50.00,52.50,56.00±6.34
90.00,93.75,92.50,91.25,92.50,92.00±1.43
55.00,70.00,57.50,56.25,57.50,59.25±6.10
28.75,27.50,28.75,20.00,32.50,27.50±4.59
90.00,80.00,81.25,75.00,68.75,79.00±7.88
91.25,96.25,100.00,97.50,96.25,96.25±3.19
91.25,86.25,90.00,96.25,88.75,90.50±3.71
95.00,97.50,97.50,96.25,98.75,97.00±1.43
88.75,85.00,88.75,77.50,66.25,81.25±9.56
91.25,95.00,97.50,90.00,92.50,93.25±3.01
100.00,100.00,100.00,100.00,100.00,100.00±0.00
100.00,100.00,100.00,100.00,100.00,100.00±0.00
98.75,100.00,96.25,100.00,97.50,98.50±1.63
61.25,68.75,42.50,73.75,68.75,63.00±12.30
41.25,51.25,45.00,48.75,55.00,48.25±5.35
55.00,58.75,75.00,60.00,72.50,64.25±8.91
100.00,100.00,100.00,100.00,100.00,100.00±0.00
97.50,98.75,97.50,98.75,100.00,98.50±1.05
97.50,100.00,100.00,100.00,100.00,99.50±1.12
97.50,90.00,93.75,95.00,90.00,93.25±3.26
81.25,55.00,55.00,68.75,37.50,59.50±16.46
92.50,92.50,91.25,93.75,96.25,93.25±1.90
95.00,98.75,97.50,98.75,96.25,97.25±1.63
100.00,100.00,100.00,100.00,100.00,100.00±0.00
100.00,100.00,100.00,100.00,100.00,100.00±0.00
53.75,67.50,67.50,70.00,56.25,63.00±7.43
86.25,97.50,86.25,73.75,93.75,87.50±9.10
22.50,26.25,30.00,27.50,25.00,26.25±2.80
98.75,97.50,91.25,96.25,97.50,96.25±2.93
100.00,100.00,100.00,100.00,100.00,100.00±0.00
88.75,97.50,98.75,96.25,96.25,95.50±3.91
68.75,65.00,65.00,61.25,56.25,63.25±4.73
100.00,95.00,97.50,93.75,100.00,97.25±2.85
71.25,76.25,97.50,95.00,83.75,84.75±11.44
75.00,68.75,53.75,70.00,71.25,67.75±8.17
82.71,84.47,82.82,83.31,81.99,83.06±19.32
