Fold1,Fold2,Fold3,Fold4,Fold5,Mean±Std
47.50,40.00,46.25,58.75,25.00,43.50±12.36
57.50,43.75,48.75,32.50,36.25,43.75±9.96
33.75,30.00,32.50,45.00,45.00,37.25±7.20
63.75,86.25,81.25,81.25,62.50,75.00±11.04
33.75,20.00,33.75,26.25,37.50,30.25±7.04
61.25,75.00,56.25,37.50,78.75,61.75±16.46
70.00,81.25,95.00,87.50,85.00,83.75±9.19
35.00,30.00,37.50,30.00,26.25,31.75±4.47
36.25,57.50,53.75,52.50,40.00,48.00±9.30
45.00,47.50,58.75,55.00,62.50,53.75±7.40
100.00,97.50,91.25,90.00,73.75,90.50±10.25
66.25,78.75,88.75,93.75,95.00,84.50±12.04
65.00,51.25,48.75,51.25,31.25,49.50±12.04
32.50,46.25,36.25,32.50,43.75,38.25±6.41
50.00,40.00,27.50,53.75,35.00,41.25±10.75
48.75,52.50,42.50,38.75,47.50,46.00±5.41
48.75,33.75,30.00,25.00,38.75,35.25±9.07
97.50,82.50,80.00,96.25,92.50,89.75±8.02
37.50,41.25,46.25,41.25,35.00,40.25±4.28
40.00,40.00,38.75,37.50,25.00,36.25±6.37
56.25,45.00,47.50,57.50,51.25,51.50±5.41
37.50,40.00,36.25,37.50,40.00,38.25±1.68
35.00,28.75,42.50,33.75,40.00,36.00±5.41
36.25,30.00,30.00,37.50,35.00,33.75±3.54
48.75,51.25,75.00,61.25,43.75,56.00±12.39
43.75,48.75,38.75,40.00,32.50,40.75±6.03
68.75,48.75,62.50,62.50,33.75,55.25±14.07
32.50,36.25,35.00,31.25,26.25,32.25±3.89
35.00,46.25,35.00,40.00,45.00,40.25±5.33
52.50,52.50,51.25,55.00,53.75,53.00±1.43
76.25,98.75,87.50,83.75,96.25,88.50±9.20
53.75,65.00,50.00,62.50,77.50,61.75±10.74
27.50,43.75,25.00,28.75,23.75,29.75±8.07
26.25,37.50,28.75,35.00,28.75,31.25±4.76
35.00,47.50,32.50,31.25,26.25,34.50±7.94
76.25,100.00,100.00,100.00,91.25,93.50±10.36
67.50,85.00,75.00,56.25,70.00,70.75±10.52
41.25,35.00,42.50,48.75,42.50,42.00±4.89
46.25,45.00,53.75,51.25,48.75,49.00±3.58
28.75,32.50,28.75,36.25,31.25,31.50±3.11
63.75,77.50,52.50,38.75,32.50,53.00±18.30
41.25,51.25,38.75,32.50,38.75,40.50±6.82
83.75,87.50,88.75,83.75,70.00,82.75±7.47
51.25,63.75,78.75,72.50,80.00,69.25±11.94
50.00,37.50,30.00,40.00,26.25,36.75±9.25
32.50,36.25,40.00,25.00,31.25,33.00±5.63
26.25,26.25,16.25,23.75,18.75,22.25±4.54
66.25,60.00,70.00,51.25,58.75,61.25±7.23
57.50,57.50,75.00,55.00,78.75,64.75±11.19
50.00,53.75,45.00,48.75,55.00,50.50±4.01
31.25,35.00,38.75,37.50,33.75,35.25±2.98
37.50,41.25,33.75,38.75,36.25,37.50±2.80
43.75,30.00,32.50,38.75,32.50,35.50±5.63
25.00,41.25,32.50,27.50,30.00,31.25±6.25
49.17,51.69,50.44,49.44,47.71,49.69±18.56
